C,NEMP.WORLD,PREDISPATCH,AEMO,PUBLIC,2026/09/04,03:32:05,0000000535965578,,0000000535965573
I,PREDISPATCH,CASESOLUTION,2,PREDISPATCHSEQNO,RUNNO,SOLUTIONSTATUS,SPDVERSION,NONPHYSICALLOSSES,TOTALOBJECTIVE,TOTALAREAGENVIOLATION,TOTALINTERCONNECTORVIOLATION,TOTALGENERICVIOLATION,TOTALRAMPRATEVIOLATION,TOTALUNITMWCAPACITYVIOLATION,TOTAL5MINVIOLATION,TOTALREGVIOLATION,TOTAL6SECVIOLATION,TOTAL60SECVIOLATION,TOTALASPROFILEVIOLATION,TOTALENERGYCONSTRVIOLATION,TOTALENERGYOFFERVIOLATION,LASTCHANGED,INTERVENTION
D,PREDISPATCH,CASESOLUTION,2,"2026/09/04 04:00:00",1,2,,0,-540471836.4080,0,0,0,0,0,,,,,0,0,0,"2026/09/04 03:31:55",0
I,PDREGION,,5,PREDISPATCHSEQNO,RUNNO,REGIONID,PERIODID,RRP,EEP,TOTALDEMAND,DISPATCHABLEGENERATION,DISPATCHABLELOAD,NETINTERCHANGE,EXCESSGENERATION,LOWER5MINDISPATCH,LOWER5MINIMPORT,LOWER5MINLOCALDISPATCH,LOWER5MINLOCALPRICE,LOWER5MINLOCALREQ,LOWER5MINPRICE,LOWER5MINREQ,LOWER5MINSUPPLYPRICE,LOWER60SECDISPATCH,LOWER60SECIMPORT,LOWER60SECLOCALDISPATCH,LOWER60SECLOCALPRICE,LOWER60SECLOCALREQ,LOWER60SECPRICE,LOWER60SECREQ,LOWER60SECSUPPLYPRICE,LOWER6SECDISPATCH,LOWER6SECIMPORT,LOWER6SECLOCALDISPATCH,LOWER6SECLOCALPRICE,LOWER6SECLOCALREQ,LOWER6SECPRICE,LOWER6SECREQ,LOWER6SECSUPPLYPRICE,RAISE5MINDISPATCH,RAISE5MINIMPORT,RAISE5MINLOCALDISPATCH,RAISE5MINLOCALPRICE,RAISE5MINLOCALREQ,RAISE5MINPRICE,RAISE5MINREQ,RAISE5MINSUPPLYPRICE,RAISE60SECDISPATCH,RAISE60SECIMPORT,RAISE60SECLOCALDISPATCH,RAISE60SECLOCALPRICE,RAISE60SECLOCALREQ,RAISE60SECPRICE,RAISE60SECREQ,RAISE60SECSUPPLYPRICE,RAISE6SECDISPATCH,RAISE6SECIMPORT,RAISE6SECLOCALDISPATCH,RAISE6SECLOCALPRICE,RAISE6SECLOCALREQ,RAISE6SECPRICE,RAISE6SECREQ,RAISE6SECSUPPLYPRICE,AVAILABLEGENERATION,AVAILABLELOAD,INITIALSUPPLY,CLEAREDSUPPLY,LOWERREGIMPORT,LOWERREGLOCALDISPATCH,LOWERREGLOCALREQ,LOWERREGREQ,RAISEREGIMPORT,RAISEREGLOCALDISPATCH,RAISEREGLOCALREQ,RAISEREGREQ,RAISE5MINLOCALVIOLATION,RAISEREGLOCALVIOLATION,RAISE60SECLOCALVIOLATION,RAISE6SECLOCALVIOLATION,LOWER5MINLOCALVIOLATION,LOWERREGLOCALVIOLATION,LOWER60SECLOCALVIOLATION,LOWER6SECLOCALVIOLATION,RAISE5MINVIOLATION,RAISEREGVIOLATION,RAISE60SECVIOLATION,RAISE6SECVIOLATION,LOWER5MINVIOLATION,LOWERREGVIOLATION,LOWER60SECVIOLATION,LOWER6SECVIOLATION,RAISE6SECRRP,RAISE60SECRRP,RAISE5MINRRP,RAISEREGRRP,LOWER6SECRRP,LOWER60SECRRP,LOWER5MINRRP,LOWERREGRRP,RAISE6SECACTUALAVAILABILITY,RAISE60SECACTUALAVAILABILITY,RAISE5MINACTUALAVAILABILITY,RAISEREGACTUALAVAILABILITY,LOWER6SECACTUALAVAILABILITY,LOWER60SECACTUALAVAILABILITY,LOWER5MINACTUALAVAILABILITY,LOWERREGACTUALAVAILABILITY,DECAVAILABILITY,LORSURPLUS,LRCSURPLUS,INTERVENTION,LOWER1SECLOCALDISPATCH,RAISE1SECLOCALDISPATCH,RAISE1SECACTUALAVAILABILITY,LOWER1SECACTUALAVAILABILITY,SS_SOLAR_AVAILABILITY,SS_WIND_AVAILABILITY,RAISE1SECRRP,LOWER1SECRRP
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BCRG_CLWU,"2026/09/04 14:30:00",2598.8348,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BCRG_CLWU,"2026/09/04 15:00:00",2670.08815,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BCRG_CLWU,"2026/09/04 15:30:00",2759.62547,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BCRG_CLWU,"2026/09/04 16:00:00",2857.24957,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BCRG_CLWU,"2026/09/04 16:30:00",2935.3133,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BCRG_CLWU,"2026/09/04 17:00:00",3089.7493,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BCRG_CLWU,"2026/09/04 17:30:00",3209.02348,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BCRG_CLWU,"2026/09/04 18:00:00",3266.74823,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BCRG_CLWU,"2026/09/04 18:30:00",3280.96477,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BCRG_CLWU,"2026/09/04 19:00:00",3249.89911,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BCRG_CLWU,"2026/09/04 19:30:00",3239.31085,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BCRG_CLWU,"2026/09/04 20:00:00",3208.40251,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BCRG_CLWU,"2026/09/04 20:30:00",3179.66841,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BCRG_CLWU,"2026/09/04 21:00:00",3164.30234,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BCRG_CLWU,"2026/09/04 21:30:00",3132.43925,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BCRG_CLWU,"2026/09/04 22:00:00",3099.53239,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BCRG_CLWU,"2026/09/04 22:30:00",3074.8509,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BCRG_CLWU,"2026/09/04 23:00:00",3044.62409,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BCRG_CLWU,"2026/09/04 23:30:00",3000.38267,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BCRG_CLWU,"2026/09/05 00:00:00",2970.90155,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BCRG_CLWU,"2026/09/05 00:30:00",2953.86868,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BCRG_CLWU,"2026/09/05 01:00:00",2917.00539,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BCRG_CLWU,"2026/09/05 01:30:00",2912.70587,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BCRG_CLWU,"2026/09/05 02:00:00",2895.40303,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BCRG_CLWU,"2026/09/05 02:30:00",2896.81088,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BCRG_CLWU,"2026/09/05 03:00:00",2888.1346,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BCRG_CLWU,"2026/09/05 03:30:00",2886.8942,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BCRG_CLWU,"2026/09/05 04:00:00",2887.35964,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BCST_BCST,"2026/09/04 04:00:00",1752.22335,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BCST_BCST,"2026/09/04 04:30:00",1749.57773,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BCST_BCST,"2026/09/04 05:00:00",1747.66951,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BCST_BCST,"2026/09/04 05:30:00",1748.26134,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BCST_BCST,"2026/09/04 06:00:00",1757.40249,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BCST_BCST,"2026/09/04 06:30:00",1770.71813,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BCST_BCST,"2026/09/04 07:00:00",1774.62443,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BCST_BCST,"2026/09/04 07:30:00",1773.36219,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BCST_BCST,"2026/09/04 08:00:00",1740.18067,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BCST_BCST,"2026/09/04 08:30:00",1705.98046,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BCST_BCST,"2026/09/04 09:00:00",1703.12807,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BCST_BCST,"2026/09/04 09:30:00",1702.2382,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BCST_BCST,"2026/09/04 10:00:00",1712.65268,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BCST_BCST,"2026/09/04 10:30:00",1714.61541,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BCST_BCST,"2026/09/04 11:00:00",1719.46829,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BCST_BCST,"2026/09/04 11:30:00",1714.52534,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BCST_BCST,"2026/09/04 12:00:00",1706.47763,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BCST_BCST,"2026/09/04 12:30:00",1692.20137,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BCST_BCST,"2026/09/04 13:00:00",1688.77829,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BCST_BCST,"2026/09/04 13:30:00",1687.03513,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BCST_BCST,"2026/09/04 14:00:00",1683.04357,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BCST_BCST,"2026/09/04 14:30:00",1689.18884,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BCST_BCST,"2026/09/04 15:00:00",1697.53424,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BCST_BCST,"2026/09/04 15:30:00",1706.65712,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BCST_BCST,"2026/09/04 16:00:00",1704.32584,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BCST_BCST,"2026/09/04 16:30:00",1667.50512,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BCST_BCST,"2026/09/04 17:00:00",1669.61089,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BCST_BCST,"2026/09/04 17:30:00",1691.65678,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BCST_BCST,"2026/09/04 18:00:00",1700.88667,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BCST_BCST,"2026/09/04 18:30:00",1720.48428,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BCST_BCST,"2026/09/04 19:00:00",1725.01553,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BCST_BCST,"2026/09/04 19:30:00",1739.23602,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BCST_BCST,"2026/09/04 20:00:00",1747.75544,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BCST_BCST,"2026/09/04 20:30:00",1746.10451,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BCST_BCST,"2026/09/04 21:00:00",1743.75079,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BCST_BCST,"2026/09/04 21:30:00",1745.65858,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BCST_BCST,"2026/09/04 22:00:00",1749.89769,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BCST_BCST,"2026/09/04 22:30:00",1753.30773,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BCST_BCST,"2026/09/04 23:00:00",1755.0773,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BCST_BCST,"2026/09/04 23:30:00",1744.02571,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BCST_BCST,"2026/09/05 00:00:00",1731.32319,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BCST_BCST,"2026/09/05 00:30:00",1732.79638,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BCST_BCST,"2026/09/05 01:00:00",1719.68635,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BCST_BCST,"2026/09/05 01:30:00",1719.11491,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BCST_BCST,"2026/09/05 02:00:00",1719.30864,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BCST_BCST,"2026/09/05 02:30:00",1718.48743,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BCST_BCST,"2026/09/05 03:00:00",1711.84916,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BCST_BCST,"2026/09/05 03:30:00",1721.43466,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BCST_BCST,"2026/09/05 04:00:00",1715.57966,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BI_FB,"2026/09/04 04:00:00",1026.95016,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BI_FB,"2026/09/04 04:30:00",1027.69671,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BI_FB,"2026/09/04 05:00:00",1028.34423,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BI_FB,"2026/09/04 05:30:00",1027.10518,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BI_FB,"2026/09/04 06:00:00",1014.01961,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BI_FB,"2026/09/04 06:30:00",1012.29288,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BI_FB,"2026/09/04 07:00:00",1020.11103,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BI_FB,"2026/09/04 07:30:00",1019.85641,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BI_FB,"2026/09/04 08:00:00",1031.85144,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BI_FB,"2026/09/04 08:30:00",1059.03125,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BI_FB,"2026/09/04 09:00:00",1054.87427,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BI_FB,"2026/09/04 09:30:00",1050.77328,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BI_FB,"2026/09/04 10:00:00",1050.50144,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BI_FB,"2026/09/04 10:30:00",1051.09297,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BI_FB,"2026/09/04 11:00:00",1050.6053,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BI_FB,"2026/09/04 11:30:00",1051.03698,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BI_FB,"2026/09/04 12:00:00",1052.92356,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BI_FB,"2026/09/04 12:30:00",1057.61608,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BI_FB,"2026/09/04 13:00:00",1060.20617,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BI_FB,"2026/09/04 13:30:00",1064.09132,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BI_FB,"2026/09/04 14:00:00",1068.78383,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BI_FB,"2026/09/04 14:30:00",1074.17987,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BI_FB,"2026/09/04 15:00:00",1078.4967,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BI_FB,"2026/09/04 15:30:00",1083.67689,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BI_FB,"2026/09/04 16:00:00",1088.20956,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BI_FB,"2026/09/04 16:30:00",1094.09327,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BI_FB,"2026/09/04 17:00:00",1083.31747,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BI_FB,"2026/09/04 17:30:00",998.17299,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BI_FB,"2026/09/04 18:00:00",978.24082,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BI_FB,"2026/09/04 18:30:00",978.67251,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BI_FB,"2026/09/04 19:00:00",978.08098,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BI_FB,"2026/09/04 19:30:00",973.6043,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BI_FB,"2026/09/04 20:00:00",973.54831,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BI_FB,"2026/09/04 20:30:00",968.63995,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BI_FB,"2026/09/04 21:00:00",972.62895,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BI_FB,"2026/09/04 21:30:00",985.24347,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BI_FB,"2026/09/04 22:00:00",997.64214,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BI_FB,"2026/09/04 22:30:00",1005.83598,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BI_FB,"2026/09/04 23:00:00",1018.08562,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BI_FB,"2026/09/04 23:30:00",1017.3821,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BI_FB,"2026/09/05 00:00:00",1027.01041,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BI_FB,"2026/09/05 00:30:00",1031.88,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BI_FB,"2026/09/05 01:00:00",1047.5239,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BI_FB,"2026/09/05 01:30:00",1049.48369,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BI_FB,"2026/09/05 02:00:00",1055.81612,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BI_FB,"2026/09/05 02:30:00",1056.94017,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BI_FB,"2026/09/05 03:00:00",1055.62992,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BI_FB,"2026/09/05 03:30:00",1047.10944,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_BI_FB,"2026/09/05 04:00:00",1055.64512,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_CLBTX_CLBTX,"2026/09/04 04:00:00",764.73119,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_CLBTX_CLBTX,"2026/09/04 04:30:00",772.80294,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_CLBTX_CLBTX,"2026/09/04 05:00:00",775.55124,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_CLBTX_CLBTX,"2026/09/04 05:30:00",782.72263,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_CLBTX_CLBTX,"2026/09/04 06:00:00",783.49456,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_CLBTX_CLBTX,"2026/09/04 06:30:00",788.89366,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_CLBTX_CLBTX,"2026/09/04 07:00:00",781.73576,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_CLBTX_CLBTX,"2026/09/04 07:30:00",774.12649,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_CLBTX_CLBTX,"2026/09/04 08:00:00",778.48511,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_CLBTX_CLBTX,"2026/09/04 08:30:00",779.41415,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_CLBTX_CLBTX,"2026/09/04 09:00:00",750.70678,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_CLBTX_CLBTX,"2026/09/04 09:30:00",731.8872,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_CLBTX_CLBTX,"2026/09/04 10:00:00",730.65467,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_CLBTX_CLBTX,"2026/09/04 10:30:00",713.45369,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_CLBTX_CLBTX,"2026/09/04 11:00:00",705.07551,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_CLBTX_CLBTX,"2026/09/04 11:30:00",698.52009,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_CLBTX_CLBTX,"2026/09/04 12:00:00",701.81802,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_CLBTX_CLBTX,"2026/09/04 12:30:00",704.24706,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_CLBTX_CLBTX,"2026/09/04 13:00:00",708.40872,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_CLBTX_CLBTX,"2026/09/04 13:30:00",715.24726,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_CLBTX_CLBTX,"2026/09/04 14:00:00",727.96793,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_CLBTX_CLBTX,"2026/09/04 14:30:00",736.03368,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_CLBTX_CLBTX,"2026/09/04 15:00:00",754.88571,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_CLBTX_CLBTX,"2026/09/04 15:30:00",768.80761,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_CLBTX_CLBTX,"2026/09/04 16:00:00",781.8467,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_CLBTX_CLBTX,"2026/09/04 16:30:00",815.11032,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_CLBTX_CLBTX,"2026/09/04 17:00:00",834.8914,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_CLBTX_CLBTX,"2026/09/04 17:30:00",831.17185,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_CLBTX_CLBTX,"2026/09/04 18:00:00",834.42351,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_CLBTX_CLBTX,"2026/09/04 18:30:00",838.23785,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_CLBTX_CLBTX,"2026/09/04 19:00:00",843.13874,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_CLBTX_CLBTX,"2026/09/04 19:30:00",825.9564,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_CLBTX_CLBTX,"2026/09/04 20:00:00",808.45454,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_CLBTX_CLBTX,"2026/09/04 20:30:00",806.1543,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_CLBTX_CLBTX,"2026/09/04 21:00:00",804.90118,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_CLBTX_CLBTX,"2026/09/04 21:30:00",794.46154,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_CLBTX_CLBTX,"2026/09/04 22:00:00",784.80266,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_CLBTX_CLBTX,"2026/09/04 22:30:00",778.73334,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_CLBTX_CLBTX,"2026/09/04 23:00:00",773.76994,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_CLBTX_CLBTX,"2026/09/04 23:30:00",774.80577,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_CLBTX_CLBTX,"2026/09/05 00:00:00",781.47511,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_CLBTX_CLBTX,"2026/09/05 00:30:00",782.66422,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_CLBTX_CLBTX,"2026/09/05 01:00:00",787.20161,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_CLBTX_CLBTX,"2026/09/05 01:30:00",787.19963,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_CLBTX_CLBTX,"2026/09/05 02:00:00",789.34442,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_CLBTX_CLBTX,"2026/09/05 02:30:00",785.4041,0,0,0
D,PDCONS,,2,"2026/09/04 04:00:00",1,Q>NIL_CLBTX_CLBTX,"2026/09/05 03:00:00",782.03069,0,0,0
